gene_id,loading_comp1_rss,loading_comp2_rss,loading_max,top_time_feature
Nfu_g_1_008961,0.04774263728814551,0.032098259687285705,0.03275496350174854,delta20minus10
Nfu_g_1_008211,0.047670113583567916,0.007687686654843856,0.03480973542527025,delta20minus10
Nfu_g_1_005293,0.04765962525041719,0.04152220728782197,0.032011749654666084,delta20minus10
Nfu_g_1_016152,0.047635636163081384,0.008220685283488516,0.0341016636139798,w20
Nfu_g_1_008151,0.04759362446567036,0.01556387941918354,0.03376259494762532,w20
Nfu_g_1_022387,0.047592563978070004,0.044427308334487534,0.035269277464847135,w20
Nfu_g_1_018736,0.047492618998850294,0.03106356406229788,0.0326309417216963,delta20minus10
Nfu_g_1_011169,0.04748568608023784,0.01889264346648868,0.030929971445013332,w10
Nfu_g_1_013151,0.04742501883618426,0.02565717726618106,0.030019120329397155,delta20minus10
Nfu_g_1_018368,0.04732337945829037,0.01762789436386778,0.03198145206255981,delta20minus10
Nfu_g_1_008080,0.047150167602540004,0.034926280414800455,0.031241420094526462,delta20minus10
Nfu_g_1_007385,0.046973939772576204,0.04385826611059331,0.03468756845687227,w20
Nfu_g_1_016812,0.04691034377292824,0.03853595865962035,0.037053287371713484,w20
Nfu_g_1_008727,0.04689458318339603,0.0507809145144349,0.034423349679572945,delta20minus10
Nfu_g_1_016608,0.04688608738900443,0.007529153828032924,0.03267975811978795,w20
Nfu_g_1_016864,0.04671220690621658,0.03490117090835105,0.03298246529826849,w20
Nfu_g_1_014748,0.04646690116865497,0.0035014626613174967,0.0330308320599783,w20
Nfu_g_1_019219,0.04623110433802286,0.07969836654516811,0.06749982862888602,w20
Nfu_g_1_002060,0.046203569754353274,0.021509233588794772,0.03870587659474657,w20
Nfu_g_1_016840,0.0457457463833996,0.03845524579766897,0.033318586883576404,w20
Nfu_g_1_004440,0.04571812225880594,0.012941291440332915,0.030881824035423746,w20
Nfu_g_1_009306,0.045676807863152875,0.021758398928128694,0.03390312302760499,w20
Nfu_g_1_014944,0.04556416202180058,0.031184310797961582,0.03329177280385469,w20
